x,y,z,v_opt,s_opt
-44.4151669,-10.0346219,0,20,483.342101
-44.2295841,-9.9601336,0,20,483.5420747
-44.0437599,-9.8861367,0,19.9986282,483.7420902
-43.8578086,-9.8126772,0,19.9307733,483.9420256
-43.6716137,-9.7397099,0,19.8623977,484.1420075
-43.4852011,-9.6672456,0,19.7934907,484.3420094
-43.2986465,-9.5953145,0,19.7240417,484.5419511
-43.1118484,-9.523878,0,19.6540397,484.7419429
-42.9248607,-9.4529574,0,19.5834737,484.9419282
-42.7377119,-9.382564,0,19.5123322,485.1418779
-42.5503195,-9.3126673,0,19.440604,485.3418816
-42.3627708,-9.2433006,0,19.3682771,485.5418472
-42.175037,-9.1744533,0,19.2953398,485.741807
-41.9870595,-9.1061048,0,19.2217798,485.9418247
-41.7989646,-9.0383013,0,19.1475848,486.1417672
-41.6106552,-8.971008,0,19.0727423,486.3417392
-41.4221106,-8.9042183,0,18.9972394,486.5417641
-41.2334763,-8.8379836,0,18.9210629,486.7416889
-41.0446009,-8.7722512,0,18.8441997,486.9416756
-40.8555316,-8.7070379,0,18.766636,487.1416755
-40.6663411,-8.6423689,0,18.6883581,487.3416133
-40.4769092,-8.5782033,0,18.6093518,487.5416175
-40.2873317,-8.5145739,0,18.5296026,487.7415883
-40.0975949,-8.451476,0,18.4490958,487.9415418
-39.9076162,-8.3888825,0,18.3678164,488.1415664
-39.7175478,-8.3268436,0,18.2857489,488.3415034
-39.5272744,-8.2653214,0,18.2028778,488.5414758
-39.3367776,-8.2043105,0,18.1191869,488.7415042
-39.1462171,-8.1438617,0,18.0346598,488.9414226
-38.9554168,-8.083919,0,17.9492797,489.1414173
-38.7644544,-8.0245071,0,17.8630295,489.3414083
-38.5733775,-7.9656404,0,17.7758915,489.5413475
-38.3820599,-7.90728,0,17.6878477,489.7413684
-38.1906509,-7.8494715,0,17.5988797,489.9413165
-37.9990672,-7.7921891,0,17.5089685,490.1412804
-37.8072476,-7.7354149,0,17.4180948,490.3413256
-37.6154058,-7.6792115,0,17.3262386,490.5412308
-37.4233248,-7.623515,0,17.2333795,490.7412238
-37.2310865,-7.568349,0,17.1394965,490.941221
-37.038758,-7.5137324,0,17.0445681,491.141154
-36.846189,-7.4596222,0,16.9485721,491.3411809
-36.6535527,-7.4060667,0,16.8514857,491.5411232
-36.4607467,-7.3530368,0,16.7532851,491.741089
-36.2677201,-7.3005184,0,16.653947,491.9411326
-36.0746854,-7.2485688,0,16.5534476,492.1410355
-35.8814108,-7.1971246,0,16.4517542,492.3410394
-35.6880165,-7.1462179,0,16.3488487,492.5410215
-35.4945241,-7.0958536,0,16.2447231,492.7409612
-35.3007892,-7.0459934,0,16.1392759,492.9410093
-35.1070481,-6.9966972,0,16.0324777,493.1409236
-34.9131098,-6.9479185,0,15.924653,493.3409022
-34.7190021,-6.8996595,0,15.8151282,493.540919
-34.5248406,-6.8519404,0,15.7056581,493.7408585
-34.3304352,-6.8047494,0,15.5986595,493.9409096
-34.1359426,-6.7581739,0,15.4930865,494.1409013
-33.9412663,-6.7122273,0,15.3867928,494.3409261
-33.7465329,-6.6669412,0,15.279188,494.5408559
-33.5515295,-6.6222407,0,15.1679426,494.7409171
-33.3564916,-6.5781662,0,15.0543527,494.9408729
-33.1612843,-6.5346761,0,14.9384473,495.1408661
-32.9658936,-6.4917545,0,14.8199501,495.3409156
-32.7705944,-6.4494485,0,14.6989026,495.5407445
-32.5748581,-6.4076322,0,14.5753249,495.7408977
-32.3791839,-6.3664009,0,14.4491198,495.9408687
-32.1834785,-6.3257213,0,14.3202435,496.1407573
-31.9874019,-6.2855111,0,14.1886322,496.3409144
-31.7915244,-6.2458738,0,14.0541705,496.5407621
-31.5953511,-6.206695,0,13.9167768,496.7408095
-31.3990401,-6.1679921,0,13.7762998,496.9408993
-31.2030102,-6.1298304,0,13.6326069,497.1406092
-31.0063794,-6.0920213,0,13.4855753,497.340842
-30.8098788,-6.0546864,0,13.3348895,497.540858
-30.6136764,-6.0178349,0,13.1804712,497.7404912
-30.4166915,-5.9812422,0,13.0222358,497.9408461
-30.2200236,-5.9450836,0,12.8593779,498.1408103
-30.0236102,-5.9093139,0,12.691839,498.3404542
-29.8263964,-5.87372,0,12.5206092,498.5408544
-29.62949,-5.8385185,0,12.3470051,498.7408825
-29.4330766,-5.8037477,0,12.1708776,498.9403499
-29.2355647,-5.7691034,0,11.9906341,499.1408772
-29.0384199,-5.7347828,0,11.8028718,499.3409871
-28.841743,-5.7007346,0,11.6076796,499.5405894
-28.6445901,-5.6667247,0,11.4048274,499.7406542
-28.4471301,-5.6326925,0,11.1952287,499.9410255
-28.2501022,-5.5986584,0,10.9883892,500.1409713
-28.0535209,-5.5644989,0,10.7853144,500.3404984
-27.856509,-5.5299076,0,10.5873708,500.540524
-27.6592113,-5.4947205,0,10.3963746,500.7409349
-27.4623255,-5.4588334,0,10.2142953,500.9410646
-27.2658498,-5.4219729,0,10.0440012,501.1409681
-27.0697684,-5.3837974,0,9.8888078,501.3407311
-26.8741011,-5.3439011,0,9.7522765,501.5404244
-26.678866,-5.3017794,0,9.6440576,501.7401517
-26.4841429,-5.2568078,0,9.5583557,501.9400005
-26.2901119,-5.2083243,0,9.5286799,502.1399972
-26.0973164,-5.1553953,0,9.5275368,502.3399261
-25.9059178,-5.097525,0,9.5263936,502.5398821
-25.7159391,-5.0350828,0,9.549184,502.7398594
-25.5273585,-4.9686011,0,9.5947527,502.9398156
-25.3401223,-4.8986304,0,9.6641945,503.1396988
-25.1540833,-4.8256745,0,9.7553318,503.3395314
-24.9690865,-4.7502061,0,9.8622216,503.5393295
-24.7849557,-4.6726435,0,9.9679401,503.7391297
-24.6015104,-4.5933497,0,10.0725241,503.9389788
-24.418571,-4.5126344,0,10.1760086,504.1389333
-24.2359693,-4.4307603,0,10.2784268,504.3390501
-24.0535531,-4.3479502,0,10.3798102,504.5393828
-23.8717715,-4.2646617,0,10.4801889,504.7393366
-23.6905293,-4.1810705,0,10.5795916,504.9389268
-23.5091549,-4.0970504,0,10.6780454,505.1388169
-23.3275508,-4.0127113,0,10.7755764,505.3390495
-23.1458441,-3.9282454,0,10.8722095,505.5394287
-22.9649497,-3.8441917,0,10.9679683,505.7388975
-22.7836026,-3.760059,0,11.0628755,505.9388102
-22.6017752,-3.6759182,0,11.156953,506.1391621
-22.4202356,-3.5921958,0,11.2502216,506.3390773
-22.2387439,-3.5088408,0,11.3427011,506.5387953
-22.0566584,-3.4256116,0,11.4344107,506.7390008
-21.8744567,-3.3427738,0,11.5253689,506.9391496
-21.6925133,-3.2605357,0,11.6155933,507.1388156
-21.5099273,-3.1785249,0,11.7051008,507.3389741
-21.3271614,-3.0969824,0,11.7939078,507.5391054
-21.1445526,-3.0160848,0,11.88203,507.7388312
-20.9613099,-2.9355069,0,11.9694826,507.9390078
-20.7779979,-2.8555216,0,12.05628,508.1390102
-20.5945948,-2.7761401,0,12.1424364,508.3388554
-20.4106132,-2.697172,0,12.2279653,508.5390683
-20.2267088,-2.6189189,0,12.3128798,508.7389292
-20.0424498,-2.5412183,0,12.3971926,508.9389011
-19.857711,-2.4640337,0,12.4809157,509.1391157
-19.6731193,-2.3876405,0,12.5640611,509.3388906
-19.487991,-2.3117955,0,12.6466401,509.538953
-19.3026173,-2.236634,0,12.7286637,509.7389846
-19.1169863,-2.162118,0,12.8101427,509.9390134
-18.9311399,-2.088176,0,12.8910873,510.1390291
-18.7451048,-2.0147346,0,12.9715075,510.3390359
-18.5589049,-1.9417864,0,13.0514132,510.5390155
-18.3725648,-1.8693424,0,13.1308135,510.7389424
-18.185941,-1.7973535,0,13.2097178,510.9389695
-17.9991925,-1.7258789,0,13.2881347,511.1389285
-17.8122482,-1.6548878,0,13.366073,511.3388983
-17.6250889,-1.5843737,0,13.4435408,511.5389004
-17.4378087,-1.5143712,0,13.5205464,511.738836
-17.2502793,-1.444831,0,13.5970976,511.9388438
-17.0625964,-1.3757882,0,13.673202,512.1388232
-16.8747768,-1.3072476,0,13.748867,512.3387582
-16.6866981,-1.2391638,0,13.8240998,512.5387807
-16.4985036,-1.1715879,0,13.8989075,512.7387399
-16.3101256,-1.1044943,0,13.973297,512.9387095
-16.1215454,-1.0378756,0,14.0472748,513.1387108
-15.9328513,-0.9717618,0,14.1208474,513.3386521
-15.7439319,-0.9061129,0,14.1940211,513.5386528
-15.5548621,-0.8409541,0,14.2668021,513.7386355
-15.365675,-0.7762954,0,14.3391964,513.9385667
-15.1762367,-0.7120901,0,14.4112098,514.1385897
-14.9866896,-0.6483855,0,14.482848,514.3385557
-14.7969867,-0.5851645,0,14.5541165,514.5385159
-14.6070811,-0.5224104,0,14.6250207,514.7385214
-14.4170689,-0.4601539,0,14.6955659,514.9384727
-14.226867,-0.3983665,0,14.7657573,515.1384588
-14.0365064,-0.3370571,0,14.8355998,515.3384488
-13.8460413,-0.276242,0,14.9050985,515.5383874
-13.6553569,-0.2158832,0,14.974258,515.7383967
-13.4645536,-0.1560114,0,15.0430831,515.938373
-13.273632,-0.0966255,0,15.1115784,516.1383173
-13.0824975,-0.0376947,0,15.1797482,516.3383304
-12.891264,0.020747,0,15.247597,516.5382946
-12.6998845,0.0787155,0,15.3151291,516.7382608
-12.5083298,0.1362207,0,15.3823486,516.9382609
-12.3166785,0.1932404,0,15.4492596,517.1382146
-12.1248571,0.249798,0,15.5158661,517.3382001
-11.9328946,0.3058862,0,15.582172,517.5381888
-11.740838,0.3614926,0,15.6481812,517.7381333
-11.5485904,0.4166468,0,15.7138973,517.9381362
-11.3562327,0.4713269,0,15.7793241,518.1381146
-11.163777,0.5255309,0,15.8444651,518.3380578
-10.971125,0.579288,0,15.9093238,518.5380694
-10.7783843,0.6325695,0,15.9739037,518.7380391
-10.5855259,0.685385,0,16.0382082,518.9379987
-10.3925008,0.7377495,0,16.1022406,519.1380005
-10.1993896,0.7896424,0,16.166004,519.3379625
-10.0061436,0.8410786,0,16.2295018,519.5379368
-9.8127578,0.8920608,0,16.2927369,519.7379299
-9.6192883,0.9425757,0,16.3557124,519.9378854
-9.4256697,0.9926422,0,16.4184314,520.1378725
-9.2319353,1.042253,0,16.4808967,520.3378581
-9.03812,1.091401,0,16.5431113,520.5378078
-8.8441432,1.1401081,0,16.6050779,520.7378063
-8.6500725,1.188359,0,16.6667993,520.9377852
-8.4559225,1.2361518,0,16.7282783,521.1377312
-8.2616029,1.2835102,0,16.7895175,521.3377385
-8.0672078,1.330413,0,16.8505195,521.5377118
-7.8727214,1.3768659,0,16.9112869,521.7376689
-7.6780868,1.4228839,0,16.9718222,521.9376696
-7.4833794,1.468451,0,17.0321279,522.1376379
-7.2885704,1.5135757,0,17.0922065,522.3376049
-7.0936327,1.558266,0,17.1520603,522.5375997
-6.8986247,1.6025103,0,17.2116916,522.7375639
-6.7035068,1.6463193,0,17.2711029,522.9375394
-6.5082776,1.689695,0,17.3302962,523.1375292
-6.3129808,1.7326297,0,17.389274,523.3374897
-6.1175672,1.7751359,0,17.4480383,523.5374729
-5.9220582,1.8172107,0,17.5065913,523.737458
-5.726484,1.8588495,0,17.5649352,523.9374156
-5.5307877,1.9000664,0,17.623072,524.1374053
-5.3350102,1.9408543,0,17.6810037,524.3373865
-5.13917,1.9812115,0,17.7387324,524.5373417
-4.9432038,2.0211529,0,17.7962601,524.7373369
-4.7471688,2.0606685,0,17.8535886,524.9373149
-4.5510739,2.0997587,0,17.91072,525.1372681
-4.35485,2.1384391,0,17.9676561,525.337268
-4.1585687,2.1766973,0,18.0243987,525.5372431
-3.9622225,2.214537,0,18.0809497,525.7372023
-3.7657605,2.2519697,0,18.1373108,525.9371986
-3.5692437,2.2889859,0,18.1934839,526.1371712
-3.372658,2.3255902,0,18.2494707,526.3371358
-3.1759686,2.361791,0,18.3052729,526.5371288
-2.9792268,2.3975808,0,18.3608921,526.7370994
-2.7824131,2.4329654,0,18.4163301,526.9370687
-2.5855068,2.4679502,0,18.4715885,527.1370587
-2.3885503,2.5025299,0,18.5266688,527.3370278
-2.19152,2.5367106,0,18.5815728,527.5370009
-1.9944069,2.570496,0,18.6363018,527.7369885
-1.797246,2.603882,0,18.6908575,527.9369561
-1.6000099,2.6368753,0,18.7452414,528.1369327
-1.4026999,2.6694779,0,18.799455,528.3369181
-1.2053444,2.7016871,0,18.8534998,528.5368847
-1.0079132,2.73351,0,18.9073771,528.7368641
-0.810416,2.7649469,0,18.9610885,528.9368477
-0.6128756,2.7959965,0,19.0146353,529.1368134
-0.4152595,2.826666,0,19.068019,529.3367952
-0.2175846,2.8569548,0,19.1212409,529.5367772
-0.0198687,2.8868624,0,19.1743023,529.7367423
0.1779223,2.916396,0,19.2272046,529.9367261
0.3757657,2.9455544,0,19.2799491,530.1367066
0.573648,2.9743378,0,19.3325371,530.3366713
0.7716044,3.0027535,0,19.3849699,530.5366568
0.9696073,3.0307997,0,19.4372487,530.7366362
1.1676471,3.0584772,0,19.4893748,530.9366007
1.3657594,3.0857931,0,19.5413493,531.1365873
1.5639133,3.1127454,0,19.5931736,531.3365658
1.7621018,3.1393354,0,19.6448488,531.53653
1.9603612,3.1655702,0,19.696376,531.7365177
2.1586575,3.1914473,0,19.7477565,531.9364953
2.3569866,3.2169686,0,19.7989914,532.1364597
2.5553844,3.2421409,0,19.8500818,532.336448
2.7538149,3.2669619,0,19.9010288,532.5364249
2.9522764,3.2914336,0,19.9518335,532.7363895
3.1508042,3.3155626,0,20,532.9363782
3.3493612,3.3393466,0,20,533.1363546
3.5479485,3.3627881,0,20,533.3363207
3.7465971,3.385893,0,20,533.5363084
3.9452729,3.4086595,0,20,533.7362844
4.1439783,3.4310904,0,20,533.9362518
4.3427401,3.4531908,0,20,534.1362385
4.5415274,3.4749596,0,20,534.3362142
4.7403435,3.4963996,0,20,534.536183
4.9392113,3.5175154,0,20,534.7361687
5.1381029,3.5383065,0,20,534.936144
5.3370224,3.5587755,0,20,535.1361139
5.5359894,3.5789269,0,20,535.3360988
5.7349786,3.5987603,0,20,535.5360739
5.9339946,3.6182787,0,20,535.7360448
6.1330542,3.6374859,0,20,535.9360289
6.3321345,3.6563821,0,20,536.1360039
6.5312404,3.6749701,0,20,536.3359756
6.7303863,3.6932537,0,20,536.5359591
6.9295513,3.7112332,0,20,536.735934
7.1287407,3.7289115,0,20,536.9359063
7.3279668,3.7462922,0,20,537.1358891
7.5272107,3.7633758,0,20,537.3358641
7.7264776,3.7801652,0,20,537.535837
7.9257781,3.7966637,0,20,537.7358193
8.1250951,3.8128723,0,20,537.9357942
8.3244337,3.8287938,0,20,538.1357677
8.5238031,3.8444313,0,20,538.3357494
8.7231878,3.859786,0,20,538.5357244
8.9225926,3.8748606,0,20,538.7356982
9.1220257,3.8896582,0,20,538.9356796
9.3214728,3.9041802,0,20,539.1356546
9.5209387,3.9184293,0,20,539.3356288
9.7204304,3.9324084,0,20,539.5356097
9.919935,3.946119,0,20,539.7355849
10.119457,3.9595639,0,20,539.9355594
10.3190026,3.9727459,0,20,540.1355399
10.51856,3.9856667,0,20,540.3355152
10.7181335,3.998329,0,20,540.5354899
10.9177285,4.0107355,0,20,540.7354702
11.1173342,4.0228881,0,20,540.9354455
11.3169548,4.0347894,0,20,541.1354205
11.5165949,4.0464422,0,20,541.3354004
11.7162448,4.0578483,0,20,541.5353759
11.9159082,4.0690104,0,20,541.735351
12.1155894,4.0799312,0,20,541.9353306
12.3152795,4.0906127,0,20,542.1353062
12.5149819,4.1010575,0,20,542.3352816
12.7147004,4.1112682,0,20,542.5352609
12.9144269,4.121247,0,20,542.7352365
13.1141647,4.1309964,0,20,542.9352121
13.3139169,4.1405192,0,20,543.1351912
13.5136764,4.1498173,0,20,543.335167
13.7134461,4.1588935,0,20,543.5351428
13.9132286,4.1677503,0,20,543.7351215
14.1130178,4.1763899,0,20,543.9350974
14.3128161,4.1848149,0,20,544.1350732
14.512626,4.1930279,0,20,544.3350519
14.7124418,4.2010312,0,20,544.5350279
14.9122657,4.2088273,0,20,544.7350038
15.1120999,4.2164188,0,20,544.9349822
15.3119395,4.2238081,0,20,545.1349583
15.5117863,4.2309976,0,20,545.3349344
15.7116421,4.2379899,0,20,545.5349125
15.9115023,4.2447874,0,20,545.7348882
16.1113695,4.2513926,0,20,545.9348646
16.3112436,4.2578081,0,20,546.1348416
16.5111233,4.2640366,0,20,546.3348183
16.7110087,4.2700809,0,20,546.5347951
16.9108998,4.2759436,0,20,546.7347721
17.1107958,4.2816276,0,20,546.9347489
17.3106967,4.2871356,0,20,547.1347257
17.5106025,4.2924702,0,20,547.3347027
17.7105126,4.2976344,0,20,547.5346795
17.9104271,4.3026308,0,20,547.7346564
18.1103456,4.3074622,0,20,547.9346333
18.3102679,4.3121314,0,20,548.1346101
18.510194,4.316641,0,20,548.334587
18.7101234,4.3209939,0,20,548.5345638
18.9100562,4.3251929,0,20,548.7345407
19.1099922,4.3292406,0,20,548.9345177
19.3099309,4.3331398,0,20,549.1344944
19.5098726,4.3368933,0,20,549.3344713
19.7098171,4.3405039,0,20,549.5344484
19.9097636,4.3439744,0,20,549.734425
20.1097128,4.3473074,0,20,549.934402
20.3096643,4.3505058,0,20,550.1343791
20.5096173,4.3535723,0,20,550.3343556
20.7095727,4.3565097,0,20,550.5343326
20.9095301,4.3593208,0,20,550.7343097
21.1094886,4.3620082,0,20,550.9342863
21.3094491,4.3645749,0,20,551.1342633
21.5094113,4.3670236,0,20,551.3342404
21.7093741,4.369357,0,20,551.5342169
21.9093389,4.3715778,0,20,551.734194
22.1093049,4.373689,0,20,551.9341711
22.3092713,4.3756932,0,20,552.1341476
22.5092393,4.3775933,0,20,552.3341246
22.7092084,4.3793919,0,20,552.5341018
22.9091776,4.3810919,0,20,552.7340782
23.1091483,4.382696,0,20,552.9340554
23.3091198,4.3842071,0,20,553.1340326
23.5090911,4.3856278,0,20,553.3340089
23.7090638,4.386961,0,20,553.5339861
23.9090371,4.3882094,0,20,553.7339633
24.1090101,4.3893758,0,20,553.9339397
24.3089842,4.390463,0,20,554.1339167
24.5089589,4.3914738,0,20,554.333894
24.7089331,4.3924109,0,20,554.5338704
24.9089083,4.3932771,0,20,554.7338474
25.108884,4.3940751,0,20,554.9338247
25.308859,4.3948079,0,20,555.1338011
25.508835,4.395478,0,20,555.3337782
25.7088113,4.3960884,0,20,555.5337554
25.9087869,4.3966417,0,20,555.7337318
26.1087634,4.3971408,0,20,555.9337089
26.3087401,4.3975884,0,20,556.1336861
26.5087161,4.3979873,0,20,556.3336625
26.7086929,4.3983403,0,20,556.5336396
26.9086699,4.3986501,0,20,556.7336169
27.1086462,4.3989196,0,20,556.9335933
27.3086231,4.3991515,0,20,557.1335704
27.5086002,4.3993485,0,20,557.3335476
27.7085766,4.3995136,0,20,557.533524
27.9085536,4.3996493,0,20,557.7335011
28.1085308,4.3997585,0,20,557.9334783
28.3085073,4.3998441,0,20,558.1334548
28.5084843,4.3999087,0,20,558.3334319
28.7084615,4.3999551,0,20,558.5334091
28.908438,4.3999861,0,20,558.7333856
29.108415,4.4000045,0,20,558.9333626
29.3083922,4.400013,0,20,559.1333398
29.5083687,4.4000145,0,20,559.3333163
29.7083458,4.4000115,0,20,559.5332934
29.908323,4.4000061,0,20,559.7332706
30.1082995,4.3999997,0,20,559.9332471
30.3082765,4.3999928,0,20,560.1332241
30.5082537,4.3999857,0,20,560.3332013
30.7082303,4.3999785,0,20,560.5331779
30.9082073,4.3999712,0,20,560.7331549
31.1081844,4.3999639,0,20,560.933132
31.308161,4.3999568,0,20,561.1331086
31.508138,4.3999497,0,20,561.3330856
31.7081152,4.3999429,0,20,561.5330628
31.9080918,4.3999365,0,20,561.7330394
32.1080688,4.3999304,0,20,561.9330164
32.3080459,4.3999247,0,20,562.1329935
32.5080225,4.3999196,0,20,562.3329701
32.7079995,4.3999151,0,20,562.5329471
32.9079766,4.3999113,0,20,562.7329242
33.1079533,4.3999082,0,20,562.9329009
33.3079303,4.399906,0,20,563.1328779
33.5079074,4.3999046,0,20,563.332855
33.707884,4.3999043,0,20,563.5328316
33.907861,4.399905,0,20,563.7328086
34.1078381,4.3999068,0,20,563.9327857
34.3078148,4.3999098,0,20,564.1327624
34.5077918,4.3999141,0,20,564.3327394
34.7077688,4.3999198,0,20,564.5327164
34.9077456,4.3999269,0,20,564.7326932
35.1077225,4.3999354,0,20,564.9326701
35.3076996,4.3999456,0,20,565.1326472
35.5076763,4.3999574,0,20,565.3326239
35.7076533,4.3999709,0,20,565.5326009
35.9076303,4.3999862,0,20,565.7325779
36.1076071,4.4000034,0,20,565.9325547
36.307584,4.4000225,0,20,566.1325316
36.507561,4.4000434,0,20,566.3325086
36.7075378,4.4000649,0,20,566.5324854
36.9075148,4.400084,0,20,566.7324624
37.1074918,4.4000959,0,20,566.9324394
37.3074686,4.4000945,0,20,567.1324162
37.5074455,4.4000721,0,20,567.3323931
37.7074225,4.4000164,0,20,567.5323701
37.9073993,4.3999099,0,20,567.7323469
38.1073761,4.3997331,0,20,567.9323238
38.3073529,4.3994659,0,20,568.1323008
38.5073293,4.3990884,0,20,568.3322775
38.7073056,4.3985805,0,20,568.5322545
38.9072815,4.3979223,0,20,568.7322314
39.1072564,4.3970937,0,20,568.9322081
39.3072307,4.3960747,0,20,569.132185
39.507204,4.3948453,0,20,569.332162
39.7071751,4.3933855,0,20,569.5321385
39.9071447,4.3916753,0,20,569.7321154
40.1071121,4.3896948,0,20,569.9320926
40.3070753,4.3874238,0,20,570.1320687
40.5070356,4.3848425,0,20,570.3320456
40.7069918,4.3819309,0,20,570.532023
40.9069408,4.3786691,0,20,570.7319986
41.1068848,4.375037,0,20,570.9319756
41.3068221,4.3710147,0,20,571.1319534
41.5067478,4.3665824,0,19.954909,571.3319282
41.7066659,4.3617201,0,19.8766737,571.5319054
41.9065735,4.3564079,0,19.7997694,571.7318836
42.1064638,4.3506262,0,19.7241864,571.9318575
42.3063428,4.3443548,0,19.649915,572.1318349
42.5062066,4.3375742,0,19.5769457,572.3318136
42.7060457,4.3302647,0,19.5052693,572.5317864
42.9058689,4.3224063,0,19.4348765,572.731764
43.1056707,4.3139794,0,19.3657584,572.9317435
43.3054388,4.3049648,0,19.2979058,573.1317149
43.5051852,4.2953424,0,19.2313099,573.3316929
43.7049025,4.2850928,0,19.1659619,573.531673
43.9045752,4.2741973,0,19.1018528,573.7316428
44.1042194,4.2626354,0,19.0389737,573.9316215
44.3038249,4.2503883,0,18.9773159,574.1316024
44.5033728,4.2374377,0,18.9168701,574.3315701
44.7028843,4.2237629,0,18.8576273,574.5315497
44.9023455,4.2093456,0,18.7995784,574.7315312
45.1017343,4.1941682,0,18.7427137,574.9314968
45.3010772,4.1782096,0,18.6870238,575.1314775
45.500356,4.1614521,0,18.6324989,575.3314596
45.6995456,4.1438791,0,18.5791287,575.5314229
45.8986787,4.1254689,0,18.5269031,575.7314052
46.0977308,4.1062049,0,18.4758113,575.9313873
46.2966756,4.0860713,0,18.4258421,576.1313483
46.4955517,4.0650456,0,18.3769844,576.3313328
46.6943269,4.0431129,0,18.3292263,576.5313143
46.8929751,4.0202579,0,18.2825554,576.731273
47.0915412,3.9964576,0,18.2369591,576.9312603
47.2899825,3.9716991,0,18.1924242,577.1312402
47.4882766,3.9459675,0,18.1489367,577.3311968
47.6864739,3.919239,0,18.1064826,577.5311883
47.8845177,3.8915036,0,18.0650468,577.7311648
48.0823942,3.8627464,0,18.0246137,577.93112
48.2801581,3.8329425,0,17.9851675,578.1311171
48.4777339,3.8020864,0,17.9466907,578.3310878
48.6751237,3.7701616,0,17.9091665,578.5310426
48.872384,3.7371426,0,17.8725767,578.7310473
49.0694145,3.7030301,0,17.8368987,578.931009
49.2662431,3.667804,0,17.802121,579.130965
49.4629245,3.6314386,0,17.7682232,579.33098
49.6593253,3.5939435,0,17.7351461,579.5309279
49.8555141,3.5552914,0,17.7029444,579.730888
50.0515362,3.5154577,0,17.6716256,579.9309164
50.2472152,3.474464,0,17.6408093,580.1308433
50.4426836,3.4322715,0,17.6109894,580.3308135
50.6379615,3.3888586,0,17.5826333,580.5308589
50.8328182,3.3442596,0,17.5542382,580.7307544
51.027435,3.2984333,0,17.5252687,580.9306937
51.2218918,3.2513809,0,17.4940965,581.1307622
51.415832,3.2032278,0,17.4587565,581.3305909
51.6096743,3.1538888,0,17.4217283,581.5306138
51.8032359,3.1034168,0,17.3834572,581.7306476
51.9963516,3.0518607,0,17.3443668,581.9305268
52.1893383,2.9991427,0,17.3041029,582.1305845
52.3819235,2.945344,0,17.2626447,582.3305429
52.5741683,2.8904541,0,17.220192,582.5304703
52.7662607,2.8344232,0,17.1767222,582.7305676
52.9578266,2.7773659,0,17.1322355,582.9304502
53.1491587,2.7192004,0,17.0867911,583.1304281
53.3402567,2.6599287,0,17.0404109,583.3305071
53.5308169,2.5996494,0,16.9931158,583.530374
53.7211887,2.5382553,0,16.9449398,583.7304006
53.9111777,2.4758103,0,16.8959061,583.9303886
54.1007584,2.4123255,0,16.8460407,584.1303165
54.290116,2.3477396,0,16.79537,584.3303856
54.4789597,2.2821528,0,16.7439163,584.5302945
54.6675045,2.2154917,0,16.6917062,584.7302766
54.8557322,2.1477616,0,16.6387618,584.9303192
55.0434507,2.0790316,0,16.5851053,585.1302243
55.230896,2.0092148,0,16.5307609,585.3302496
55.4178922,1.9383746,0,16.4757487,585.5302144
55.604485,1.8664925,0,16.420091,585.7301742
55.7907602,1.7935324,0,16.3638085,585.9302282
55.9764886,1.7195816,0,16.3069206,586.1301376
56.1618812,1.6445536,0,16.2494489,586.3301366
56.3468392,1.5684839,0,16.191412,586.5301268
56.5313306,1.491382,0,16.1328292,586.7300812
56.7154416,1.4132071,0,16.0737195,586.9301017
56.8990371,1.3340115,0,16.0141012,587.1300498
57.0822102,1.2537499,0,15.9539929,587.3300356
57.2649261,1.1724314,0,15.8934123,587.5300301
57.4471384,1.0900703,0,15.8323771,587.7299917
57.6289003,1.0066358,0,15.7709052,587.9299885
57.8101466,0.9221505,0,15.7090136,588.1299585
57.9909032,0.8365945,0,15.6467193,588.3299404
58.1711519,0.7499681,0,15.5840401,588.5299247
58.3508745,0.6622714,0,15.520994,588.729902
58.5300708,0.5734952,0,15.4575938,588.9298834
58.7087248,0.4836378,0,15.3938586,589.1298624
58.8868334,0.3926902,0,15.3298143,589.3298477
59.0643604,0.3006605,0,15.265463,589.529811
59.2413461,0.2075164,0,15.2008443,589.7298104
59.4177232,0.1132812,0,15.1360035,589.9297833
59.5935062,0.0179347,0,15.0709429,590.1297598
59.7686963,-0.0785369,0,15.005602,590.3297556
59.9432194,-0.1761028,0,14.9398304,590.5296992
60.1171846,-0.2748329,0,14.8735391,590.729728
60.2904699,-0.3746648,0,14.8064681,590.9297135
60.4630756,-0.4756054,0,14.7387165,591.1296678
60.6351017,-0.5777232,0,14.6703858,591.3297204
60.8063239,-0.6808938,0,14.6014461,591.5296234
60.9769893,-0.7852767,0,14.5319368,591.7296796
61.1469106,-0.890769,0,14.4618421,591.9296842
61.3159991,-0.997325,0,14.3911859,592.1295469
61.4845963,-1.1051736,0,14.3199996,592.3296877
61.6522593,-1.2140446,0,14.248249,592.5295972
61.8192339,-1.324109,0,14.1759725,592.7295839
61.9855225,-1.4353845,0,14.1031626,592.9296692
62.1507803,-1.547652,0,14.0298098,593.1294544
62.315547,-1.6612942,0,13.9559472,593.3296109
62.4793769,-1.7760218,0,13.8815288,593.5296175
62.6421603,-1.8917685,0,13.8065654,593.7293567
62.8045215,-2.0089977,0,13.7310732,593.9296161
62.9657515,-2.127217,0,13.6549877,594.1295434
63.1260247,-2.2465653,0,13.5783242,594.3293721
63.2857209,-2.3673472,0,13.5010692,594.5295999
63.4442189,-2.4891109,0,13.4231622,594.7294699
63.6017941,-2.6120811,0,13.3446037,594.9293489
