# x_ref_m, y_ref_m, width_right_m, width_left_m, x_normvec_m, y_normvec_m, alpha_m, s_racetraj_m, psi_racetraj_rad, kappa_racetraj_radpm, vx_racetraj_mps, ax_racetraj_mps2
-10.0598091, -30.2345530, 5.0017895, 4.9982105, 0.0924284, 0.9957193, -4.4999985, 786.6162054, 1.4241101, 0.0199118, 18.5102427, -5.3329365
-10.3605154, -30.2078881, 5.0022177, 4.9977823, 0.0842267, 0.9964466, -4.4854609, 786.8814981, 1.4321817, 0.0204466, 18.3951713, -5.2371218
-10.6614718, -30.1836959, 5.0025147, 4.9974853, 0.0760248, 0.9971059, -4.4701582, 787.1470217, 1.4362977, 0.0207104, 18.3381443, -5.1917863
-10.9626509, -30.1619778, 5.0027964, 4.9972036, 0.0678219, 0.9976974, -4.4541167, 787.4127706, 1.4404657, 0.0209710, 18.2814354, -5.1482081
-11.2640253, -30.1427351, 5.0030782, 4.9969218, 0.0596177, 0.9982213, -4.4373624, 787.6787389, 1.4489565, 0.0214836, 18.1689092, -5.0654893
-11.5655673, -30.1259692, 5.0033001, 4.9966999, 0.0514114, 0.9986776, -4.4199206, 787.9449205, 1.4532787, 0.0217364, 18.1130649, -5.0265448
-11.8672497, -30.1116814, 5.0032491, 4.9967509, 0.0432026, 0.9990663, -4.4018164, 788.2113086, 1.4576509, 0.0219862, 18.0574793, -4.9892793
-12.1690449, -30.0998731, 5.0031981, 4.9968019, 0.0349906, 0.9993876, -4.3830740, 788.4778964, 1.4620724, 0.0222329, 18.0021360, -4.9533988
-12.4709254, -30.0905456, 5.0031471, 4.9968529, 0.0267749, 0.9996415, -4.3637175, 788.7446767, 1.4710634, 0.0227197, 17.8921240, -4.8859454
-12.7728638, -30.0837003, 5.0031531, 4.9968469, 0.0185548, 0.9998278, -4.3437703, 789.0116422, 1.4756311, 0.0229590, 17.8374263, -4.8546098
-13.0748327, -30.0793386, 5.0032270, 4.9967730, 0.0103299, 0.9999466, -4.3232551, 789.2787853, 1.4849087, 0.0234297, 17.7285706, -4.7957757
-13.3768045, -30.0774617, 5.0033009, 4.9966991, 0.0020995, 0.9999978, -4.3021944, 789.5460981, 1.4896181, 0.0236621, 17.6743870, -4.7685225
-13.6787519, -30.0780711, 5.0033748, 4.9966252, -0.0061370, 0.9999812, -4.2806099, 789.8135728, 1.4943733, 0.0238915, 17.6203462, -4.7427644
-13.9806472, -30.0811681, 5.0031514, 4.9968486, -0.0143801, 0.9998966, -4.2585231, 790.0812012, 1.5040201, 0.0243430, 17.5126330, -4.6948304
-14.2824632, -30.0867540, 5.0028187, 4.9971813, -0.0226304, 0.9997439, -4.2359546, 790.3489751, 1.5089111, 0.0245660, 17.4589357, -4.6729383
-14.5841723, -30.0948302, 5.0024861, 4.9975139, -0.0308884, 0.9995228, -4.2129246, 790.6168864, 1.5138461, 0.0247861, 17.4053242, -4.6524401
-14.8857470, -30.1053981, 5.0021517, 4.9978483, -0.0391548, 0.9992332, -4.1894529, 790.8849266, 1.5238472, 0.0252195, 17.2983007, -4.6148064
-15.1871600, -30.1184590, 5.0016681, 4.9983319, -0.0474300, 0.9988746, -4.1655586, 791.1530874, 1.5289126, 0.0254338, 17.2448641, -4.5979976
-15.4883836, -30.1340142, 5.0011844, 4.9988156, -0.0557146, 0.9984467, -4.1412602, 791.4213603, 1.5340202, 0.0256452, 17.1914568, -4.5824797
-15.7893905, -30.1520652, 5.0007008, 4.9992992, -0.0640092, 0.9979493, -4.1165758, 791.6897370, 1.5443616, 0.0260619, 17.0846740, -4.5546206
-16.0901533, -30.1726132, 5.0002664, 4.9997336, -0.0723142, 0.9973819, -4.0915229, 791.9582092, 1.5495947, 0.0262680, 17.0312738, -4.5426527
-16.3906444, -30.1956596, 4.9999568, 5.0000432, -0.0806302, 0.9967441, -4.0661184, 792.2267684, 1.5548683, 0.0264714, 16.9778467, -4.5318698
-16.6908363, -30.2212058, 4.9996472, 5.0003528, -0.0889578, 0.9960354, -4.0403787, 792.4954064, 1.5655371, 0.0268727, 16.8708562, -4.5133434
-16.9907017, -30.2492531, 4.9993376, 5.0006624, -0.0972973, 0.9952554, -4.0143195, 792.7641150, 1.5709315, 0.0270714, 16.8172679, -4.5059674
-17.2902130, -30.2798029, 4.9988900, 5.0011100, -0.1056493, 0.9944035, -3.9879563, 793.0328861, 1.5763652, 0.0272674, 16.7635963, -4.4997926
-17.5893428, -30.3128565, 4.9983305, 5.0016695, -0.1140142, 0.9934791, -3.9613036, 793.3017119, 1.5873495, 0.0276548, 16.6559470, -4.4898536
-17.8880637, -30.3484153, 4.9977711, 5.0022289, -0.1223926, 0.9924818, -3.9343757, 793.5705843, 1.5928997, 0.0278477, 16.6019481, -4.4879648
-18.1863481, -30.3864806, 4.9972116, 5.0027884, -0.1307847, 0.9914108, -3.9071862, 793.8394960, 1.5984875, 0.0280333, 16.5477957, -4.4843130
-18.4841686, -30.4270538, 4.9968926, 5.0031074, -0.1391912, 0.9902655, -3.8797482, 794.1084388, 1.6097779, 0.0284109, 16.4390447, -4.4842436
-18.7814978, -30.4701362, 4.9966276, 5.0033724, -0.1476119, 0.9890454, -3.8520742, 794.3774074, 1.6154762, 0.0285744, 16.3843994, -4.4802550
-19.0783081, -30.5157292, 4.9963625, 5.0036375, -0.1560492, 0.9877493, -3.8241763, 794.6463873, 1.6212135, 0.0288001, 16.3296200, -4.4431391
-19.3745729, -30.5638337, 4.9961226, 5.0038774, -0.1644906, 0.9863786, -3.7960669, 794.9154211, 1.6328643, 0.0294756, 16.2209251, -4.3750982
-19.6702735, -30.6144452, 4.9961934, 5.0038066, -0.1729136, 0.9849370, -3.7677695, 795.1845957, 1.6387895, 0.0297730, 16.1668927, -4.3548806
-19.9653967, -30.6675555, 4.9962642, 5.0037358, -0.1813120, 0.9834256, -3.7393148, 795.4539376, 1.6447709, 0.0300466, 16.1129301, -4.3316982
-20.2599293, -30.7231568, 4.9963349, 5.0036651, -0.1896864, 0.9818447, -3.7107344, 795.7234468, 1.6569045, 0.0306278, 16.0053375, -4.2854948
-20.5538581, -30.7812409, 4.9964131, 5.0035869, -0.1980361, 0.9801947, -3.6820603, 795.9931287, 1.6630592, 0.0309176, 15.9516982, -4.2625162
-20.8471700, -30.8417996, 4.9965067, 5.0034933, -0.2063604, 0.9784760, -3.6533248, 796.2629870, 1.6692716, 0.0312130, 15.8981671, -4.2399312
-21.1398519, -30.9048251, 4.9966003, 5.0033997, -0.2146589, 0.9766891, -3.6245610, 796.5330249, 1.6818754, 0.0318081, 15.7914143, -4.1955194
-21.4318904, -30.9703091, 4.9966940, 5.0033060, -0.2229310, 0.9748342, -3.5958022, 796.8032454, 1.6882671, 0.0321090, 15.7381893, -4.1734621
-21.7232725, -31.0382436, 4.9970256, 5.0029744, -0.2311762, 0.9729119, -3.5670823, 797.0736507, 1.6947186, 0.0324124, 15.6850650, -4.1516511
-22.0139851, -31.1086205, 4.9975373, 5.0024627, -0.2393940, 0.9709225, -3.5384357, 797.3442428, 1.7078058, 0.0330254, 15.5791099, -4.1085922
-22.3040148, -31.1814318, 4.9980490, 5.0019510, -0.2475839, 0.9688665, -3.5098974, 797.6150233, 1.7144417, 0.0333356, 15.5262769, -4.0872304
-22.5933486, -31.2566693, 4.9985607, 5.0014393, -0.2557454, 0.9667442, -3.4815026, 797.8859932, 1.7279004, 0.0339632, 15.4208961, -4.0451484
-22.8819733, -31.3343251, 4.9988742, 5.0011258, -0.2638780, 0.9645561, -3.4532874, 798.1571532, 1.7347250, 0.0342805, 15.3683448, -4.0242578
-23.1698757, -31.4143910, 4.9991420, 5.0008580, -0.2719813, 0.9623025, -3.4252881, 798.4285036, 1.7416127, 0.0346006, 15.3158860, -4.0035061
-23.4570426, -31.4968589, 4.9994098, 5.0005902, -0.2800548, 0.9599840, -3.3975418, 798.7000442, 1.7555816, 0.0352486, 15.2112417, -3.9625381
-23.7434609, -31.5817208, 4.9996953, 5.0003047, -0.2880982, 0.9576009, -3.3700858, 798.9717747, 1.7626645, 0.0355764, 15.1590535, -3.9421375
-24.0291174, -31.6689686, 5.0003200, 4.9996800, -0.2961110, 0.9551535, -3.3429581, 799.2436942, 1.7698121, 0.0359074, 15.1069550, -3.9218830
-24.3139990, -31.7585943, 5.0009447, 4.9990553, -0.3040927, 0.9526424, -3.3161974, 799.5158017, 1.7843083, 0.0365776, 15.0030235, -3.8817709
-24.5980924, -31.8505897, 5.0015694, 4.9984306, -0.3120431, 0.9500680, -3.2898427, 799.7880958, 1.7916580, 0.0369170, 14.9511888, -3.8617635
-24.8813845, -31.9449467, 5.0022380, 4.9977620, -0.3199616, 0.9474305, -3.2639337, 800.0605747, 1.7990749, 0.0372598, 14.8994424, -3.8418766
-25.1638621, -32.0416574, 5.0030169, 4.9969831, -0.3278479, 0.9447305, -3.2385105, 800.3332366, 1.8141171, 0.0379543, 14.7962117, -3.8023476
-25.4455120, -32.1407136, 5.0037958, 4.9962042, -0.3357017, 0.9419683, -3.2136139, 800.6060791, 1.8217431, 0.0383065, 14.7447273, -3.7826099
-25.7263212, -32.2421073, 5.0045746, 4.9954254, -0.3435226, 0.9391444, -3.1892852, 800.8791000, 1.8372073, 0.0390211, 14.6420232, -3.7433526
-26.0062763, -32.3458303, 5.0052036, 4.9947964, -0.3513103, 0.9362591, -3.1655664, 801.1522964, 1.8450480, 0.0393834, 14.5908034, -3.7237294
-26.2853643, -32.4518747, 5.0056975, 4.9943025, -0.3590644, 0.9333128, -3.1425000, 801.4256658, 1.8529608, 0.0397494, 14.5396730, -3.7041161
-26.5635720, -32.5602323, 5.0061915, 4.9938085, -0.3667845, 0.9303059, -3.1201290, 801.6992050, 1.8690080, 0.0404925, 14.4376837, -3.6649821
-26.8408861, -32.6708950, 5.0066854, 4.9933146, -0.3744704, 0.9272388, -3.0984972, 801.9729110, 1.8771446, 0.0408695, 14.3868259, -3.6453437
-27.1172936, -32.7838549, 5.0073622, 4.9926378, -0.3821218, 0.9241120, -3.0776488, 802.2467807, 1.8853558, 0.0412508, 14.3360616, -3.6257091
-27.3927813, -32.8991037, 5.0080966, 4.9919034, -0.3897383, 0.9209256, -3.0576289, 802.5208106, 1.9020100, 0.0420249, 14.2348175, -3.5863913
-27.6673359, -33.0166335, 5.0088310, 4.9911690, -0.3973197, 0.9176803, -3.0384829, 802.7949975, 1.9104544, 0.0424181, 14.1843404, -3.5666229
-27.9409443, -33.1364361, 5.0095667, 4.9904333, -0.4048656, 0.9143762, -3.0202570, 803.0693380, 1.9189769, 0.0428157, 14.1339627, -3.5468263
-28.2135934, -33.2585035, 5.0111866, 4.9888134, -0.4123758, 0.9110138, -3.0029982, 803.3438287, 1.9362641, 0.0436234, 14.0335118, -3.5070527
-28.4852700, -33.3828277, 5.0128065, 4.9871935, -0.4198500, 0.9075935, -2.9867538, 803.6184663, 1.9450295, 0.0440340, 13.9834428, -3.4870277
-28.7559609, -33.5094004, 5.0144265, 4.9855735, -0.4272880, 0.9041156, -2.9715721, 803.8932475, 1.9628087, 0.0448689, 13.8836292, -3.4467799
-29.0256529, -33.6382138, 5.0155886, 4.9844114, -0.4346894, 0.9005805, -2.9575018, 804.1681691, 1.9718252, 0.0452932, 13.8338891, -3.4264721
-29.2943329, -33.7692596, 5.0149435, 4.9850565, -0.4420540, 0.8969885, -2.9445926, 804.4432281, 1.9809259, 0.0457224, 13.7842640, -3.4060747
-29.5619877, -33.9025298, 5.0142984, 4.9857016, -0.4493815, 0.8933399, -2.9328946, 804.7184215, 1.9993884, 0.0465952, 13.6853697, -3.3649860
-29.8286041, -34.0380164, 5.0136534, 4.9863466, -0.4566718, 0.8896352, -2.9224588, 804.9937466, 2.0087518, 0.0470389, 13.6361060, -3.3442269
-30.0941689, -34.1757112, 5.0134323, 4.9865677, -0.4639246, 0.8858747, -2.9133367, 805.2692010, 2.0182036, 0.0474879, 13.5869692, -3.3233666
-30.3586691, -34.3156062, 5.0136649, 4.9863351, -0.4711395, 0.8820587, -2.9055809, 805.5447824, 2.0373805, 0.0484007, 13.4890882, -3.2812736
-30.6220913, -34.4576934, 5.0138975, 4.9861025, -0.4783165, 0.8781875, -2.8992444, 805.8204890, 2.0471067, 0.0488649, 13.4403507, -3.2600077
-30.8844225, -34.6019645, 5.0141300, 4.9858700, -0.4854552, 0.8742615, -2.8943811, 806.0963192, 2.0668400, 0.0498091, 13.3432996, -3.2171369
-31.1456495, -34.7484117, 5.0143209, 4.9856791, -0.4925555, 0.8702810, -2.8910456, 806.3722718, 2.0768500, 0.0502890, 13.2949924, -3.1954573
-31.4057591, -34.8970267, 5.0144962, 4.9855038, -0.4996171, 0.8662464, -2.8892935, 806.6483461, 2.0869555, 0.0507744, 13.2468365, -3.1736642
-31.6647381, -35.0478016, 5.0146715, 4.9853285, -0.5066398, 0.8621578, -2.8891808, 806.9245419, 2.1074614, 0.0517611, 13.1509914, -3.1297294
-31.9225734, -35.2007282, 5.0148468, 4.9851532, -0.5136233, 0.8580158, -2.8907647, 807.2008595, 2.1178637, 0.0522624, 13.1033094, -3.1075398
-32.1792518, -35.3557984, 5.0145461, 4.9854539, -0.5205676, 0.8538205, -2.8941031, 807.4772997, 2.1283660, 0.0527693, 13.0557932, -3.0852595
-32.4347600, -35.5130043, 5.0142350, 4.9857650, -0.5274722, 0.8495723, -2.8992546, 807.7538640, 2.1496788, 0.0537988, 12.9612708, -3.0403878
-32.6890851, -35.6723377, 5.0139240, 4.9860760, -0.5343371, 0.8452714, -2.9062788, 808.0305547, 2.1604902, 0.0543217, 12.9142720, -3.0177889
-32.9422137, -35.8337905, 5.0135899, 4.9864101, -0.5411621, 0.8409183, -2.9152361, 808.3073747, 2.1824297, 0.0553830, 12.8208157, -2.9724649
-33.1941328, -35.9973547, 5.0131790, 4.9868210, -0.5479468, 0.8365132, -2.9261880, 808.5843278, 2.1935603, 0.0559211, 12.7743634, -2.9496030
-33.4448290, -36.1630221, 5.0127681, 4.9872319, -0.5546912, 0.8320563, -2.9391966, 808.8614186, 2.2047978, 0.0564651, 12.7281009, -2.9268544
-33.6942894, -36.3307848, 5.0123572, 4.9876428, -0.5613950, 0.8275480, -2.9543251, 809.1386524, 2.2276030, 0.0575656, 12.6361467, -2.8806083
-33.9425006, -36.5006347, 5.0118072, 4.9881928, -0.5680580, 0.8229885, -2.9716376, 809.4160363, 2.2391720, 0.0581283, 12.5904723, -2.8592694
-34.1894496, -36.6725636, 5.0111124, 4.9888876, -0.5746801, 0.8183781, -2.9911992, 809.6935767, 2.2626443, 0.0592528, 12.4996782, -2.8064797
-34.4351231, -36.8465635, 5.0104177, 4.9895823, -0.5812604, 0.8137176, -3.0130758, 809.9712857, 2.2745569, 0.0598674, 12.4546937, -2.7989631
-34.6795081, -37.0226264, 5.0097229, 4.9902771, -0.5878018, 0.8090050, -3.0373348, 810.2491612, 2.2865776, 0.0603471, 12.4096672, -2.7730653
-34.9225912, -37.2007441, 5.0085180, 4.9914820, -0.5942921, 0.8042493, -3.0640440, 810.5272598, 2.3109662, 0.0617771, 12.3209367, -2.5422125
-35.1643586, -37.3809090, 5.0071499, 4.9928501, -0.6007824, 0.7994126, -3.0932701, 810.8053972, 2.3234671, 0.0633222, 12.2796020, -2.5341770
-35.4047472, -37.5631394, 5.0057819, 4.9942181, -0.6074846, 0.7943314, -3.1249865, 811.0827226, 2.3489942, 0.0639388, 12.1967942, -2.5749718
-35.6436175, -37.7474944, 5.0043986, 4.9956014, -0.6145159, 0.7889044, -3.1590166, 811.3586614, 2.3617481, 0.0636960, 12.1544983, -2.6772985
-35.8808232, -37.9340363, 5.0025119, 4.9974881, -0.6218548, 0.7831325, -3.1951679, 811.6331597, 2.3744984, 0.0637825, 12.1103649, -2.7318160
-36.1162182, -38.1228278, 5.0006252, 4.9993748, -0.6295016, 0.7769992, -3.2332436, 811.9060729, 2.4000166, 0.0637678, 12.0186599, -2.8738024
-36.3496563, -38.3139311, 4.9987385, 5.0012615, -0.6374500, 0.7704917, -3.2730443, 812.1772778, 2.4127619, 0.0638102, 11.9707433, -2.9401617
-36.5809911, -38.5074089, 4.9967646, 5.0032354, -0.6456948, 0.7635956, -3.3143684, 812.4466434, 2.4255347, 0.0638177, 11.9215210, -3.0134534
-36.8100766, -38.7033236, 4.9945968, 5.0054032, -0.6542294, 0.7562961, -3.3570127, 812.7140401, 2.4510765, 0.0638936, 11.8187597, -3.1571013
-37.0367665, -38.9017376, 4.9924289, 5.0075711, -0.6630467, 0.7485781, -3.4007732, 812.9793391, 2.4638476, 0.0639540, 11.7652146, -3.2285724
-37.2609146, -39.1027136, 4.9902611, 5.0097389, -0.6721383, 0.7404256, -3.4454456, 813.2424137, 2.4766550, 0.0640034, 11.7102041, -3.3036118
-37.4823747, -39.3063138, 4.9881684, 5.0118316, -0.6814949, 0.7318228, -3.4908260, 813.5031408, 2.5022869, 0.0641444, 11.5955179, -3.4540912
-37.7010006, -39.5126008, 4.9861312, 5.0138688, -0.6911061, 0.7227534, -3.5367122, 813.7614024, 2.5151120, 0.0642321, 11.5357894, -3.5301280
-37.9166462, -39.7216371, 4.9840940, 5.0159060, -0.7009598, 0.7132008, -3.5829038, 814.0170865, 2.5279711, 0.0643126, 11.4744248, -3.6093278
-38.1291650, -39.9334852, 4.9820568, 5.0179432, -0.7110430, 0.7031485, -3.6292036, 814.2700897, 2.5408511, 0.0643954, 11.4113423, -3.6904832
-38.3384111, -40.1482075, 4.9803920, 5.0196080, -0.7213408, 0.6925802, -3.6754182, 814.5203175, 2.5666417, 0.0645759, 11.2797765, -3.8578389
-38.5442381, -40.3658664, 4.9787992, 5.0212008, -0.7318369, 0.6814798, -3.7213589, 814.7676872, 2.5795522, 0.0646666, 11.2111670, -3.9450459
-38.7464999, -40.5865246, 4.9772064, 5.0227936, -0.7425131, 0.6698315, -3.7668425, 815.0121284, 2.5925004, 0.0647454, 11.1405696, -4.0362877
-38.9450502, -40.8102445, 4.9756956, 5.0243044, -0.7533496, 0.6576202, -3.8116927, 815.2535858, 2.6054662, 0.0648202, 11.0678733, -4.1305913
-39.1397429, -41.0370884, 4.9752074, 5.0247926, -0.7643246, 0.6448317, -3.8557404, 815.4920201, 2.6314240, 0.0649582, 10.9157908, -4.3286791
-39.3304317, -41.2671190, 4.9747191, 5.0252809, -0.7754143, 0.6314528, -3.8988251, 815.7274102, 2.6444151, 0.0650190, 10.8361924, -4.4328786
-39.5169705, -41.5003987, 4.9742308, 5.0257692, -0.7865932, 0.6174716, -3.9407955, 815.9597546, 2.6574145, 0.0650752, 10.7540673, -4.5405223
-39.6992129, -41.7369899, 4.9741927, 5.0258073, -0.7978335, 0.6028778, -3.9815109, 816.1890732, 2.6704336, 0.0651353, 10.6692926, -4.6507593
-39.8770129, -41.9769552, 4.9751160, 5.0248840, -0.8091058, 0.5876629, -4.0208418, 816.4154088, 2.6834778, 0.0652166, 10.5817556, -4.7617074
-40.0502242, -42.2203570, 4.9760393, 5.0239607, -0.8203787, 0.5718206, -4.0586713, 816.6388284, 2.6965366, 0.0653263, 10.4913736, -4.8727545
-40.2187006, -42.4672578, 4.9769627, 5.0230373, -0.8316187, 0.5553470, -4.0948956, 816.8594248, 2.7096180, 0.0654870, 10.3980706, -4.9816164
-40.3822958, -42.7177201, 4.9788491, 5.0211509, -0.8427911, 0.5382408, -4.1294259, 817.0773173, 2.7227347, 0.0657111, 10.3018096, -5.0873888
-40.5408638, -42.9718063, 4.9815338, 5.0184662, -0.8538594, 0.5205037, -4.1621886, 817.2926526, 2.7491591, 0.0665010, 10.1004618, -5.2752477
-40.6942582, -43.2295789, 4.9842185, 5.0157815, -0.8647858, 0.5021409, -4.1931275, 817.5056060, 2.7625047, 0.0673085, 9.9954633, -5.3332430
-40.8423329, -43.4911004, 4.9869032, 5.0130968, -0.8755319, 0.4831604, -4.2222033, 817.7163785, 2.7761111, 0.0680322, 9.8881772, -5.3982528
-40.9849417, -43.7564333, 4.9909264, 5.0090736, -0.8860572, 0.4635759, -4.2494014, 817.9252090, 2.7894700, 0.0663522, 9.7783847, -5.7055627
-41.1219392, -44.0255906, 4.9952941, 5.0047059, -0.8962235, 0.4436028, -4.2747486, 818.1332573, 2.8028476, 0.0680395, 9.6609857, -5.4032455
-41.2531835, -44.2983858, 4.9996617, 5.0003383, -0.9059245, 0.4234392, -4.2983945, 818.3414155, 2.8169630, 0.0729539, 9.5484766, -5.2114737
-41.3785339, -44.5745824, 5.0040741, 4.9959259, -0.9151738, 0.4030594, -4.3204997, 818.5494581, 2.8319370, 0.0767995, 9.4386902, -5.0182597
-41.4978492, -44.8539436, 5.0090042, 4.9909958, -0.9239809, 0.3824387, -4.3412168, 818.7571609, 2.8476928, 0.0807747, 9.3317536, -4.8492517
-41.6109886, -45.1362330, 5.0139344, 4.9860656, -0.9323523, 0.3615512, -4.3606820, 818.9642899, 2.8642242, 0.0845862, 9.2272410, -4.6940985
-41.7178110, -45.4212139, 5.0188646, 4.9811354, -0.9402915, 0.3403703, -4.3790168, 819.1706067, 2.8815095, 0.0883434, 9.1249323, -4.5522389
-41.8181757, -45.7086496, 5.0230937, 4.9769063, -0.9477988, 0.3188690, -4.3963276, 819.3758686, 2.8995382, 0.0920469, 9.0246077, -4.4213916
-41.9119415, -45.9983035, 5.0261803, 4.9738197, -0.9548713, 0.2970197, -4.4127057, 819.5798309, 2.9183044, 0.0957190, 8.9260874, -4.2989056
-41.9989676, -46.2899391, 5.0292669, 4.9707331, -0.9615029, 0.2747947, -4.4282275, 819.7822479, 2.9378055, 0.0993883, 8.8292424, -4.1820838
-42.0791130, -46.5833197, 5.0323535, 4.9676465, -0.9676840, 0.2521661, -4.4429547, 819.9828744, 2.9580426, 0.1030861, 8.7339987, -4.0686464
-42.1522368, -46.8782088, 5.0342930, 4.9657070, -0.9734014, 0.2291061, -4.4569351, 820.1814672, 2.9790232, 0.1068396, 8.6403310, -3.9562076
-42.2181980, -47.1743696, 5.0357485, 4.9642515, -0.9786388, 0.2055872, -4.4702028, 820.3777867, 3.0007600, 0.1106790, 8.5482676, -3.8436864
-42.2768556, -47.4715655, 5.0372040, 4.9627960, -0.9833757, 0.1815825, -4.4827794, 820.5715982, 3.0232810, 0.1146178, 8.4578630, -3.7274981
-42.3280688, -47.7695600, 5.0386300, 4.9613700, -0.9875881, 0.1570658, -4.4946745, 820.7626739, 3.0466096, 0.1187035, 8.3692586, -3.6042150
-42.3716965, -48.0681165, 5.0380746, 4.9619254, -0.9912481, 0.1320123, -4.5058876, 820.9507944, 3.0707800, 0.1229825, 8.2826833, -3.4697533
-42.4075979, -48.3669982, 5.0375192, 4.9624808, -0.9943235, 0.1063988, -4.5164089, 821.1357511, 3.0958356, 0.1275099, 8.1984742, -3.3189727
-42.4356319, -48.6659687, 5.0369638, 4.9630362, -0.9967785, 0.0802041, -4.5262209, 821.3173481, 3.1218302, 0.1323554, 8.1171071, -3.1452232
-42.4556576, -48.9647913, 5.0359755, 4.9640245, -0.9985727, 0.0534096, -4.5353003, 821.4954044, -3.1343545, 0.1376086, 8.0392395, -2.9396920
-42.4675342, -49.2632293, 5.0339337, 4.9660663, -0.9996619, 0.0259999, -4.5436200, 821.6697572, -3.1343545, 0.1376086, 8.0392395, -2.9396920
-42.4711205, -49.5610461, 5.0318919, 4.9681081, -0.9999979, -0.0020365, -4.5511510, 821.8402639, -3.1062641, 0.1433865, 7.9657723, -2.6904600
-42.4662758, -49.8580052, 5.0298500, 4.9701500, -0.9995284, -0.0307066, -4.5578649, 822.0068057, -3.0769768, 0.1498455, 7.8979347, -2.3810086
-42.4528589, -50.1538699, 5.0278196, 4.9721804, -0.9981977, -0.0600120, -4.5637363, 822.1692903, -3.0463210, 0.1571973, 7.8374100, -1.9841197
-42.4307291, -50.4484037, 5.0257991, 4.9742009, -0.9959465, -0.0899481, -4.5687455, 822.3276557, -3.0139920, 0.1657930, 7.7866148, -1.4596144
-42.3997453, -50.7413698, 5.0237787, 4.9762213, -0.9927129, -0.1205032, -4.5728814, 822.4818733, -2.9798312, 0.1761340, 7.7490348, -0.7460929
-42.3597666, -51.0325316, 5.0217583, 4.9782417, -0.9884331, -0.1516577, -4.5761447, 822.6319511, -2.9798312, 0.1761340, 7.7490348, -0.7460929
-42.3106520, -51.3216526, 5.0206432, 4.9793568, -0.9830415, -0.1833831, -4.5785507, 822.7779376, -2.9434627, 0.1889527, 7.7297549, -0.0358409
-42.2522607, -51.6084962, 5.0198664, 4.9801336, -0.9764726, -0.2156413, -4.5801336, 822.9199242, -2.9041921, 0.2008880, 7.7288275, -0.0358409
-42.1844515, -51.8928257, 5.0190895, 4.9809105, -0.9686618, -0.2483835, -4.5809105, 823.0580495, -2.9041921, 0.2008880, 7.7288275, -0.0358409
-42.1070837, -52.1744044, 5.0183127, 4.9816873, -0.9595464, -0.2815507, -4.5807768, 823.1925005, -2.8643598, 0.1863462, 7.7279001, 0.8354882
-42.0200814, -52.4530214, 5.0197441, 4.9802559, -0.9492947, -0.3143877, -4.5793538, 823.3268414, -2.8291076, 0.1655526, 7.7494919, 2.0217679
-41.9236301, -52.7285680, 5.0214101, 4.9785899, -0.9381757, -0.3461593, -4.5764206, 823.4647182, -2.8291076, 0.1655526, 7.7494919, 2.0217679
-41.8179811, -53.0009614, 5.0230760, 4.9769240, -0.9262804, -0.3768349, -4.5718064, 823.6064657, -2.7977859, 0.1489894, 7.8014941, 2.8954939
-41.7033856, -53.2701188, 5.0247809, 4.9752191, -0.9136963, -0.4063976, -4.5653979, 823.7523577, -2.7692941, 0.1365290, 7.8753715, 3.4950543
-41.5800949, -53.5359572, 5.0269951, 4.9730049, -0.9005073, -0.4348410, -4.5570996, 823.9026189, -2.7430001, 0.1270932, 7.9636336, 3.9017639
-41.4483602, -53.7983938, 5.0292093, 4.9707907, -0.8867921, -0.4621685, -4.5468391, 824.0574230, -2.7430001, 0.1270932, 7.9636336, 3.9017639
-41.3084326, -54.0573458, 5.0314235, 4.9685765, -0.8726243, -0.4883921, -4.5345609, 824.2168963, -2.7183721, 0.1192854, 8.0610249, 4.2098294
-41.1605635, -54.3127303, 5.0335740, 4.9664260, -0.8580713, -0.5135306, -4.5202236, 824.3811204, -2.6951548, 0.1126093, 8.1648030, 4.4530174
-41.0050041, -54.5644645, 5.0355394, 4.9644606, -0.8431943, -0.5376089, -4.5037966, 824.5501356, -2.6732651, 0.1066886, 8.2731593, 4.6566142
-40.8420055, -54.8124655, 5.0375047, 4.9624953, -0.8280485, -0.5606565, -4.4852576, 824.7239449, -2.6524950, 0.1012688, 8.3849723, 4.8378352
-40.6718190, -55.0566504, 5.0394701, 4.9605299, -0.8126826, -0.5827066, -4.4645893, 824.9025173, -2.6327558, 0.0962203, 8.4995789, 5.0054277
-40.4946958, -55.2969365, 5.0406816, 4.9593184, -0.7971394, -0.6037953, -4.4417772, 825.0857919, -2.6139896, 0.0914559, 8.6165513, 5.1653142
-40.3108872, -55.5332408, 5.0411026, 4.9588974, -0.7814559, -0.6239604, -4.4168074, 825.2736818, -2.6139896, 0.0914559, 8.6165513, 5.1653142
-40.1206444, -55.7654805, 5.0415236, 4.9584764, -0.7656636, -0.6432412, -4.3896643, 825.4660774, -2.5961505, 0.0869158, 8.7356182, 5.2542134
-39.9242185, -55.9935728, 5.0419446, 4.9580554, -0.7497887, -0.6616773, -4.3603286, 825.6628499, -2.5792001, 0.0825579, 8.8550920, 5.2529524
-39.7218609, -56.2174348, 5.0406144, 4.9593856, -0.7338527, -0.6793086, -4.3287759, 825.8638549, -2.5631060, 0.0783521, 8.9729469, 5.2516917
-39.5138227, -56.4369836, 5.0387411, 4.9612589, -0.7178725, -0.6961746, -4.2949747, 826.0689350, -2.5478400, 0.0742763, 9.0892462, 5.2504314
